DC_Real_Property_ID,Address_of_Record,Owner_of_Record,Ward,Year,Property_Name,Address_1,Postal_Code,Primary_Property_Type,Year_Built,_Reported_Building_Gross_Floor_Area_ft_,Site_EUI_kBtu/ft,Weather_Normalized_Source_EUI_kBtu/ft,ENERGY_STAR_Score,Total_GHG_Emissions_MtCO2e,Electricity_Use_-_Grid_Purchase_and_Onsite_kWh,Natural_Gas_Use_therms
20390804,4501 CONNECTICUT AV NW,SMITH PROPERTY HOLDINGS FIVE LP,3,2012,4501 Connecticut Avenue,4501 Connecticut Avenue,20008,Multifamily Housing,1900,"273,393",44.8,67.3,0.00,774.01,407271,108501
20460002,4411 CONNECTICUT AV,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2012,Park Connecticut,4411 Connecticut Av NW,20008,Multifamily Housing,2000,"179,395",33.1,83.6,0.00,655.63,1125560,21013.3
20490804,3101 VEAZEY TR NW,V N N C INC,3,2012,V.N.N.C.Inc.,"3001 Veazey Terrace, NW",20008,Multifamily Housing,1966,"496,441",60.2,123,0.00,2746.04,3830282,168302
20490805,4301 CONNECTICUT AV NW,VAN NESS CENTER LP,3,2012,Van Ness Center,4301 Connecticut Avenue,20008,Office,1965,"196,350",97.4,254.5,72.00,2133.00,3697737.6,65107.1
20490806,3003 VAN NESS ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2012,Van Ness,3003 Van Ness St NW,20008,Multifamily Housing,1970,"912,615",46.7,90.1,0.00,3793.74,5058610.1,253679.9
20490810,2900 VAN NESS ST NW,HOWARD UNIVERSITY,3,2012,Law School,2900 Van Ness Street,20008,College/University,1964,"289,942",77.5,242.9,23.00,3183.20,6588184.3,
20491080,2939 VAN NESS ST NW,VAN NESS EAST CONDOMINIUM,3,2012,Van Ness East Condominium,"2939 Van Ness Street, NW",20008,Multifamily Housing,1965,"391,000",Not Available,Not Available,0.00,0.00,,
2132-0033*,,,8,2012,Gables Woodley Park,2701 Calvert St. NW,20008,Multifamily Housing,2001,"213,946",19.4,57.8,0.00,570.41,1157512.1,2092.5
21320026,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,3,2012,The Calvert House,2401 Calvert Ave.,20008,Multifamily Housing,1964,"240,528",Not Available,Not Available,0.00,0.00,,
21320029,2800 WOODLEY RD NW,ALONZO O BLISS PROPERTY,3,2012,2800 Woodley Rd 2010,2800 Woodley Rd NW,20008,Multifamily Housing,1942,"240,516",60.5,105.6,0.00,1275.42,1663220,88685
21320827,2725 29TH ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2012,Cleveland House,2727 29th st NW,20008,Multifamily Housing,1953,"315,129",50.7,94.8,0.00,1353.40,1669166.7,102801.9
21320850,2600 Woodly Road,Marriot Wardman Park,3,2012,337w0-Washington DC Marriott Wardm,2660 Woodley Rd Nw,20008,Hotel,1978,"1,600,000",107.9,223.7,20.00,16255.60,23432812,927368
21380812,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,2012,Omni Shoreham Hotel,2500 Calvert St NW,20008,Hotel,1930,"953,000",93.7,211.3,42.00,9266.83,14972600,381940
22050839,2601 WOODLEY PL NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2012,Calvert Woodley,2601 Woodley PL NW,20008,Multifamily Housing,1954,"206,688",51.3,95.2,0.00,902.94,1122060.5,67819.4
22140806,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,2012,The Kennedy Warren,3133 Connecticut Avenue NW,20008,Multifamily Housing,1931,"267,702",78.7,162.9,0.00,1702.40,2326600,131357.089
22140807,3131 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,2012,The Kennedy Warren South Wing,3131 Connecticut Avenue NW,20008,Multifamily Housing,2004,"158,000",57.4,135.1,0.00,885.10,1608600,35808.204
22250842,2501 PORTER ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2012,2501 Porter,2501 Porter St NW,20008,Multifamily Housing,1988,"309,058",24.9,57.9,0.00,747.40,1120388.6,38732.9
22250844,2800 QUEBEC ST NW,AMERICAN SECURITY & TRUST COMPANY,3,2012,Quebec House South,"2800 Quebec Street, NW",20008,Multifamily Housing,1949,"353,727",65.7,128.6,0.00,2152.34,3038052.9,128656
22260800,3601 CONNECTICUT AV NW,BROADMOOR COOPERATIVE,3,2012,The Broadmoor Cooperative Apartments,3601 Connecticut Avenue NW,200081928,Multifamily Housing,1928,"288,969",36.2,53.7,0.00,637.40,329858.2,93242.686
22260801,2801 QUEBEC ST NW,BERNARD S GEWIRZ,3,2012,Quebec House North,"2801 Quebec Street, NW",20008,Multifamily Housing,1949,"177,723",65.5,124.4,0.00,1051.47,1433523.6,67450
22340003,3801 CONNECTICUT AV NW,B FRANKLIN KAHN TRUSTEES,3,2012,3801 Connecticut Ave,"3801 Connecticut Ave, NW",20008,Multifamily Housing,1951,"177,403",81.5,150.7,0.00,1270.09,1661510.9,87838.8
22430066,2950 VAN NESS ST NW,SMITH PROPERTY HOLDINGS KENMORE LP,3,2012,2950 Van Ness Street NW,2950 Van Ness Street NW,20008,Multifamily Housing,1900,"222,415",13.6,42.9,0.00,406.33,815237,2337
25350041,1919 CONNECTICUT AV,CJUF II DESTINATION HOTEL LLC,1,2012,Washington Hilton,1919 Connecticut Ave,20009,Hotel,1965,"973,414",112,238.8,33.00,10623.93,15995657,543616.8
25350830,1875 CONNECTICUT AV NW,UNIVERSAL BUILDING NORTH INC,1,2012,1875 Connecticut,1875 Connecticut,20037,Office,1961,"422,199",64.7,164.7,85.00,2865.30,5636987,80938.034
25350831,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1,2012,1825 Connecticut Avenue,1825 Connecticut Av,20009,Office,1957,"339,848",117.3,260.5,50.00,3731.90,6436501,179161.458
25411133,2031 BELMONT RD NW,VALLEY VISTA CONDOMINIUM,1,2012,The Valley Vista Condominium,2032 Belmont Rd NW,20009,Multifamily Housing,1928,"248,899",29.7,40,0.00,436.68,144850.1,68927
25530073,1884 COLUMBIA RD NW,ADAMS-MORGAN ASSOCIATES,1,2012,The Promenade,1884 Columbia Road,20009,Multifamily Housing,1964,"206,478",57,108.4,0.00,1069.80,1469275.8,67648
25710104,2400 16TH ST NW,ENVOY ASSOCIATES LTD PTSP,1,2012,The Envoy,2400 16th Street NW,20009,Multifamily Housing,1918,"276,092",Not Available,Not Available,0.00,0.00,,
25720815,2480 16TH ST,DORCHESTER HOUSE ASSOCIATES LLC,1,2012,Dorchester House Apartments,2480 16th Street,20009,Multifamily Housing,1941,"439,502",100.8,145,0.00,2787.87,1430150,394147.9
25740831,2601 16TH ST NW,HOWARD UNIVERSITY,1,2012,Merridian Hill Hall,2601 16TH ST NW,20009,College/University,1941,"182,516",24,73.9,93.00,620.65,1284532.3,
25890847,1650 HARVARD ST NW,HARVARD HALL LLC,1,2012,Harvard Hall,1650 Harvard Street NW,20009,Multifamily Housing,1929,"174,971",57.2,97.6,0.00,740.60,689600,76580.8
25900801,1601 ARGONNE PL NW,COLUMBIA REALTY VENTURE LLC,1,2012,Chalfonte,1601 Argonne Pl NW,20009,Multifamily Housing,1926,"202,589",63,104.7,0.00,994.90,1047841.1,91845.7
"26240831, 26240832",3640 16TH ST NW,ROCK CREEK PLAZA WOODNER,1,2012,The Woodner Apartments,"3636 16th Street, N.W.",20010,Multifamily Housing,1952,"937,684",59.4,110.6,0.00,4748.37,5915677.2,355282
26330829,3900 16TH ST NW,CRESTWOOD APARTMENTS ASC,4,2012,Crestwood Apartments,3900 16th Street NW,20011,Multifamily Housing,1955,"263,260",52.7,92.9,0.00,1058.68,1061972.2,102550.7
26741933,3100 14TH STREET NW,DC USA CONDOMINIUM,1,2012,Unit Owners Association of DC USA Condo inc,"3100 14th Street, NW",20010,Office,2008,"423,745",Not Available,Not Available,0.00,0.00,,
26880043,3500 14TH ST NW,CAVALIER APARTMENTS LP,1,2012,Cavalier Apartments,3500 14th Street NW,20010,Multifamily Housing,1926,"252,792",27.9,60.4,0.00,651.61,918320,39081
26890861,1515 OGDEN ST NW,1515 ODGEN STREET LP,1,2012,Cromwell,1515 Ogden Street NW,20010,Multifamily Housing,1949,"156,632",56.3,68.9,0.00,545.76,253500.4,79563
28731101,2251 SHERMAN AV,HOWARD UNIVERSITY,1,2012,Howard Tower Plaza,2251 Sherman Avenue,20059,College/University,1989,"573,687",39.2,122.8,77.00,3183.20,6588184.3,
"30570092, 30600041, 30600839, 30630801, 30640837, 30720052, 30750807, 30800073",2440 6TH ST NW,HOWARD UNIVERSITY,1,2012,HU Sub Station,100 6TH AND TRUMBUL ST NW,20001,College/University,,"3,543,436",84.3,266,,42281.61,87509023.4,
31290801,0111 MICHIGAN AV,WASHINGTON HOSPITAL CENTER,5,2012,Children's National Medical Center,"111 Michigan Ave, N.W.",20010,Office,1970,"1,957,377",173.9,415.6,73.00,38563.56,54689519.2,
"31290802, 31290803, 31290804",0106 IRVING ST,WASHINGTON HOSPITAL CENTER,5,2012,Washington Hospital Center,"110 Irving Street, NW",20010,Office,1958,"2,000,000",581.2,871,1.00,100644.35,64067545,4910017.6
33590048,6856 EASTERN AV NW,DONALD JEMAL,4,2012,"Jemal's Takoma Park, LLC","6856 Eastern Ave, 6905-6926 Willow &",20012,Office,1956,"209,707",43.1,100.1,78.00,974.29,1637496.7,34418
35820802,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,2012,DCAA,1501 Eckington Place,20002,Office,1990,"210,000",74.9,165.5,52.00,1465.88,2084604,86216
36300808,0611 EDGEWOOD ST NE,EDGEWOOD IV LP,5,2012,Edgewood IV,"611 Edgewood Street, NE",20017,Multifamily Housing,1973,"383,900",40.5,85.8,0.00,1469.89,2127480,83074
36640824,0310 - 0390 TAYLOR ST NE,HORNING ASSOCIATES,5,2012,Heights II,310-390 Taylor Street NE,20017,Multifamily Housing,1981,"181,328",1.5,4.8,0.00,35.30,81744.7,
36640824,0310 - 0390 TAYLOR ST NE,HORNING ASSOCIATES,5,2012,Heights I,400-490 Taylor Street NE,20017,Multifamily Housing,1979,"154,532",2.3,7.4,0.00,45.90,106309.5,
38210040,0400 MICHIGAN AV NE,NATIONAL SHRINE OF THE IMMACULATE CONCEPTION,5,2012,Basilica of the National Shrine of the Immaculate Conception,400 Michigan Avenue  N.E.,200171566,Office,1959,"226,301",93.8,221.9,2.00,2111.30,3920940,78590.002
"38940021, 38940826",1150 VARNUM ST,PROVIDENCE HOSPITAL,5,2012,Providence  Hospital - DC,1150 Varnum Street N.E.,20017,Office,1956,"783,191",253.9,423.2,0.00,16362.95,19172249.5,1334495.3
43590834,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,2012,2800 V ST NE,2800 V ST NE,20018,Office,1950,"242,810",31.9,84.8,62.00,938.08,1742302,18093.1
44930001,1501 MARYLAND AV NE,MARYLAND CROSSING REALTY LLC,5,2012,Hechinger Mall,1601 Maryland Ave,20002,Office,1979,"207,990",79,231.9,0.00,1952.00,4303466,17438.407
45090157,1501 - 1523 BENNING RD NE,PENTACLE LIMITED PARTNERSHIP,6,2012,Pentacle Apartments,1501-1523 Benning Road NE,20002,Multifamily Housing,1977,"181,010",2.4,7.8,0.00,55.90,129271.7,
50570803,3720 HAYES ST,MAYFAIR MANSIONS LIMITED PARTNERSHIP,7,2012,Mayfair Mansions,"3744 1/2 Hayes Street, NE",20019,Multifamily Housing,1940,"417,812",2.6,8.8,0.00,155.67,322186,
58690068,2607 BOWEN RD,OXFORD MANOR LP,8,2012,Oxford Manor Apartments,"2607 Bowen Road, SE",20020,Multifamily Housing,1977,"291,302",55.6,110,0.00,1443.32,1928560,96146
59730016,3300 - 3368 6TH ST SE,MCP-RANDLE ASSOCIATES LP,8,2012,MCP-RANDLE ASSOCIATES LP,3300-38 6TH ST SE,20032,Multifamily Housing,1968,"179,232",Not Available,Not Available,0.00,0.00,,
62190032,4301 3RD ST,ATLANTIC TERRACE LTD,8,2012,Atlantic Terrace Ltd.,"4301 3rd St., SE",20032,Multifamily Housing,1964,"200,839",3.6,11.1,0.00,84.87,152953,2061
Not Available*,,,8,2012,750 First Street,750 First Street NE,20002,Office,1991,"386,890",77.1,257.6,78.00,10350.46,8745487.3,
Not Available*,,,8,2012,Saul Subsidiary II Limited Partnership,"601 Pennsylvania Ave, NW",20004,Office,1986,"250,503",66.3,208.2,73.00,2103.80,4869024,
Not Available*,,,8,2012,1275 Penn Ave NW,12745 Penn Avenue NW,20004,Office,1956,"238,380",73.1,227.5,63.00,2205.60,5104647,
PAR01200034,125 MICHIGAN AV,TRINITY COLLEGE,5,2012,Alumnae and Main Hall,125 Michigan Ave. NE,20017,College/University,1910,"290,700",83.4,156.2,0.00,1891.81,1995047.1,174410.1
"PAR01290070, PAR01410069",800 FLORIDA AV,GALLAUDET UNIVERSITY,5,2012,Gallaudet University,800 Florida Avenue N.E.,20002,College/University,1864,"3,015,594",79.8,157.7,,20220.30,29689360,1392814.908
PAR01330131,3211 4TH ST NE,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,5,2012,The Catholic University of America,620 Michigan Avenue NE,20064,College/University,1889,"2,152,094",134.8,265.1,,26127.70,30049680,974989.976
PAR01330131,3211 4TH ST NE,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,5,2012,US Conf catholic Bishops,3211 4th st NE,20017,Office,1988,"190,000",72.4,198.6,72.00,1610.10,2905382.8,37816.2
