songtitle,artist/bandname,year,lyricsurls,lyrics
Faz,Tiago Iorc,2019,https://www.azlyrics.com/lyrics/tiagoiorc/faz.html,"['Deixa de tentar se fazer', 'Não vem com jogo de entreter', 'Te quero tanto', 'Tanto', 'Tudo eu adoro em você', 'Do teu defeito ao teu prazer', 'Te quero tanto', 'Tanto', 'Não precisa cena erótica', 'Gosto de você neurótica', 'E não fugaz', 'Quero mais', 'Faz', 'O que tu faz comigo', 'Ninguém mais faz', 'Ninguém mais', 'Faz', 'O que tu faz comigo', 'Ninguém mais faz', 'Ninguém mais', 'Faz', 'Não precisa parle français', 'Pra me deixar très excité', 'Te quero tanto', 'Tanto', 'Não precisa ser robótica', 'Gosto de você caótica', 'E quero mais', 'Sempre mais', 'Faz', 'O que tu faz comigo', 'Ninguém mais faz', 'Ninguém mais', 'Faz', 'O que tu faz comigo', 'Ninguém mais faz', 'Ninguém mais', 'Faz', 'O que tu faz comigo', 'Ninguém mais faz', 'Ninguém mais', 'Faz', 'O que tu faz comigo', 'Ninguém mais faz', 'Ninguém mais', 'Faz', 'Faz', 'Faz', 'Faz']"
Everything I Do,Casey J,2019,https://www.azlyrics.com/lyrics/caseyj/everythingido.html,"['Everything I do, I do for You', 'Everything I do, I do for You', 'If You want me to stand up', ""When I'm usually sitting down"", ""If I'm in a crowded space"", 'And You ask me to spin around', ""If I'm by myself or in a room of thousands"", 'The answer is still yes', ""Another song I'll sing"", 'A different melody', 'If You ask of me', ""I'll do it"", ""A higher hand I'll raise"", 'Explode with joyous praise', 'Until the whole ground shakes', ""I'll do it"", 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Not because someone told me', ""But because that's what You deserve"", ""It's my pleasure to please You"", 'Let me show You Your worth', ""If I'm by myself or in a room of thousands"", 'The answer is still yes', ""Another song I'll sing"", 'A different melody', 'If You ask of me', ""I'll do it"", ""A higher hand I'll raise"", 'Explode with joyous praise', 'Until the whole ground shakes', ""I'll do it"", 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'I will dance', 'I will spin', 'I will jump a little higher', 'I will sing', 'I will shout', 'Lift my voice a little louder', 'I will dance', 'I will spin', 'I will jump a little higher', 'I will sing', 'I will shout', 'Lift my voice a little louder', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'I will dance', 'I will spin', 'I will jump a little higher', 'I will sing', 'I will shout', 'Lift my voice a little louder', 'I will dance', 'I will spin', 'I will jump a little higher', 'I will sing', 'I will shout', 'Lift my voice a little louder', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'We will dance', 'We will spin', 'We will jump a little higher', 'We will sing', 'We will shout', 'Lift our voice a little louder', 'I will dance', 'I will spin', 'I will jump a little higher', 'I will sing', 'I will shout', 'Lift my voice a little louder', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You', 'Everything I do, I do for You']"
Upset My Girlfriend,Metronomy,2019,https://www.azlyrics.com/lyrics/metronomy/upsetmygirlfriend.html,"['I used to play drums in', 'I used to play drums in a rock and roll band', 'But they kicked me out', ""'Cause I used to feel it"", 'And so I would speed up', ""I wrote off my dad's car"", ""I wrote off my dad's car on my way home"", ""I wrapped it 'round the tree"", ""On a corner, I've taken so many times"", ""I wrote off my dad's car"", ""I wrote off my dad's car, unfortunately"", ""I wrapped it 'round the tree"", 'On a corner, I take way too confidently', 'I used to play drums in', 'I used to play drums in a rock and roll band', 'But they kicked me out', ""'Cause I used to feel it"", 'And so I would speed up', 'I used to play drums in', 'I used to play drums in a rock and roll band', 'But they kicked me out', ""'Cause I used to feel it"", 'And so I would speed up', ""I've upset my girlfriend"", ""But she doesn't know that I'm gonna propose"", 'I thought out a text', ""But she doesn't answer"", ""'Cause it's a disaster"", 'I used to play drums in', 'I used to play drums in a rock and roll band', 'But they kicked me out', ""'Cause I used to feel it"", 'And so I would speed up', 'I used to play drums in', 'I used to play drums in a rock and roll band', 'But they kicked me out', ""'Cause I used to feel it"", 'And so I would speed up', 'I used to play drums in', 'I used to play drums in a rock and roll band']"
BTTR/BITD,Azad,2019,https://www.azlyrics.com/lyrics/azad/bttrbitd.html,"[""Und es geht back to the roots, Crack in der Booth, ich koch' es"", 'Nichts hat das Suchtpotenzial meines Stoffes', 'Und keiner hat die Formel außer A-Z', 'Overdose, Digga, wenn der Chab seine Parts rappt', 'Designer dieser Droge, Raps Walter White', 'Es ist Bulldozer-Style, denn er rollt am Mic', 'Der Bra hat den Weg hier geebnet', 'Geschichte geschrieben, Legende auf ewig, rrahz', 'Back to the roots, wieder alles aus', ""Lege wieder Lines, schick' sie alle drauf"", ""Geb' ihnen die pure Essenz"", 'Digga, Dope-Rap nur für die Fans', ""Ich mach' das hier aus meinem Bauch raus, jedes Mal so, wie ich fühl'"", 'Bin nur der, der ich bin, aber Hauptsache real', 'Bin die Wurzel dieses Baumes und die Krone zugleich', 'A-Z, die Ikone am Mic (-kone am Mic)', 'Und es geht back to the roots, zurück zu den Geigen', ""MPC, bring' ein Stück alte Zeiten"", 'Back zu den Loops, tiefschwarze Scheiben', ""Nostalgie, nehm' ein'n Stift, um zu schreiben"", 'Und es geht back to the roots, zurück zu den Geigen', ""MPC, bring' ein Stück alte Zeiten"", 'Back zu den Loops, tiefschwarze Scheiben', 'Ritze meinen Namen mit dem Stein in die Scheiben', 'Und keiner stand je länger an der Front, blieb länger stabil', ""Hab's geprägt und verändert das Spiel"", 'Brra, nein, ich bin kein Teil dieser Szene, sie ist Teil von mir', ""Street-Rap hat sein'n Style von mir"", 'Das sind einfach nur die Fakten, Realtalk, so wie es ist', ""Klatsch' es allen wieder roh ins Gesicht"", ""Von der Straße für die Straße − Recycling, geb's wieder zurück"", 'Deutschrap wird jetzt wieder zerfickt', 'Denn es geht back to the roots und dis ist, wo ich herkomme, Bre', 'Ich spuckte Zeilen voller Schmerz über Tapes', ""Hab' an Technik gefeilt, als hier noch keiner wusste, dass es sie gibt"", ""Ich nehm' euch mit und dreh' die Zeiger zurück"", 'Das hier ist mein Manifest, Street-Raps Geschichte vom Prof', 'Aus erster Hand, hier berichtet der Bozz', 'Ich bin die Wurzel dieses Baumes, mein Freund, und die Krone zugleich', 'A-Z, die Ikone am Mic', 'Und es geht back to the roots, zurück zu den Geigen', ""MPC, bring' ein Stück alte Zeiten"", 'Back zu den Loops, tiefschwarze Scheiben', ""Nostalgie, nehm' ein'n Stift, um zu schreiben"", 'Bruder, back in the days, Adidas-Anzug und Gold-Rope-Chains', 'Auf der Straße unerkannt, keine Fotos geben', 'Kein Insta, Facebook, YouTube, et cetera', 'Nur an Skills feilen jeden Tag, bis man besser war', ""Tags an die Wand knall'n, Street-Art-Vandal'n"", ""Jeansjacke pimpen und mit Airbrush anmal'n"", 'Drei Finger Ring, fühlte mich wie der King of Kings', ""Auf der Straße, danach schreiben in mei'm Zimmer drin"", 'Augen immer feuerrot, Farbe wie von [?]', 'Cans racken in den Läden, Bro, so war es damals', ""Träumte von zwei Techniks, mixte mit 'nem Doppeltape"", ""Übte an der Windmill und mich aufm Kopf zu dreh'n"", ""Uprock, 6-step, Freeze in mei'm B-Boy Stance"", ""Alles Sachen, die jetzt kaum noch Rapper hier heut kenn'n"", ""Breakdance, hab'n gerappt und gesprayt"", 'CL Smooth, ich reminisce, Digga − back in the days, ah', '""Back in the days""', '""And that\'s the deal on the real, I can tell ya""', '""Back in the days""', '""Represent [?]""', '""Back in the days""', '""And that\'s the deal on the real, I can tell ya""', '""Back in the days""', '""Back in the days, I know rap would never die""', '""Uh, yeah""']"
Beautiful Thing,Hayes Carll,2019,https://www.azlyrics.com/lyrics/hayescarll/beautifulthing.html,"['Columbus Avenue and Eighty-Seventh Street', ""My heart was racin' when I got the word that we would meet"", 'Aw babe, it was a beautiful thing', 'A summer thunderstorm, we had to run and hide', ""An empty phone booth, tangled up and stoppin' time"", 'Aw babe, it was a beautiful thing', 'The world stopped turning every time I heard you call my name', ""I had a feeling that nothing's gonna be the same"", 'You were a bon vivant, I was a libertine', 'We lit a fire like neither one of us had ever seen', 'Aw babe, it was a beautiful thing', ""That size-two pencil skirt a-ridin' up your thigh"", ""Back of a taxicab, good lord, you're blowin' my mind"", 'Aw babe, it was a beautiful thing', 'I hate to tell ya, but I think we might have caused a scene', ""Let 'em all stare, 'cause it really don't matter to me"", ""You've been living like a queen for a long, long time"", 'I wonder, could I be your king? Would you be my bride?', 'Then came the twelfth of May, it was a big affair', 'You wore the perfect dress and everyone we love was there', 'Aw babe, it was a beautiful thing', 'I said, hey now babe, it was a beautiful thing']"
Se Me Olvido Otra Vez,Regulo Caro,2019,https://www.azlyrics.com/lyrics/regulocaro/semeolvidootravez.html,"['Probablemente ya', 'De mí\xad te has olvidado', 'Y mientras tanto yo', 'Te seguiré esperando', 'No me he querido ir', 'Para ver si algún dí\xada', 'Que tú quieras volver', 'Me encuentres todaví\xada', 'Por eso aún estoy', 'En el lugar de siempre', 'En la misma ciudad', 'Y con la misma gente', 'Para que tú al volver', 'No encuentres nada extraño', 'Y sea como ayer', 'Y nunca más dejarnos', 'Probablemente estoy', 'Pidiendo demasiado', 'Se me olvidaba que', 'Ya habí\xadamos terminado', 'Que nunca volverás', 'Que nunca me quisiste', 'Se me olvidó otra vez', 'Que solo yo te quise', 'Por eso aún estoy', 'En el lugar de siempre', 'En la misma ciudad', 'Y con la misma gente', 'Para que tú al volver', 'No encuentres nada extraño', 'Y sea como ayer', 'Y nunca más dejarnos', 'Probablemente estoy', 'Pidiendo demasiado', 'Se me olvidaba que', 'Ya habí\xadamos terminado', 'Que nunca volverás', 'Que nunca me quisiste', 'Se me olvidó otra vez', 'Que solo yo te quise']"
Too Far,Alex Cameron,2019,https://www.azlyrics.com/lyrics/alexcameron/toofar.html,"['I wake up in the middle of the night', 'And I swear I heard him call your name', ""It's nothing new and I've got my exes too"", 'But it irks me baby all the same', 'I can feel it', 'I know you feel him too', ""Ye he's calling you"", ""Ye he's calling you baby"", ""I don't know"", ""Just what the hell I'm 'sposed to do"", 'One boy in your head', 'One boy in your heart', ""Feeling like it's gone too far"", ""Feeling like it's gone too far"", ""We're at brunch and the scampi's on ice"", ""I'm feeling like a million bucks"", ""In he comes, he's a bobbing turd"", ""This piece of shit he just won't flush"", 'I can feel it', 'I know you feel it too', ""Ye he's comin'"", ""Ye he's comin' baby"", ""I don't know"", ""Just what the fuck I'm 'sposed to do"", 'One boy in your head', 'One boy in your heart', ""Feeling like it's gone too far"", ""Feeling like it's gone too far"", 'One boy in your bed', 'One boy in your heart', ""Feeling like it's gone too far"", ""Feeling like it's gone too far"", 'Sometimes I find myself contemplating', ""What my life could be like after you've left me"", ""And it's a dark place"", 'But in that place, for a brief moment', 'I understand how the men from your past feel', 'They feel pathetic having lost someone so unique', ""What I can't understand is how they treat you"", 'How their own feelings of shame and disappointment in themselves obscure the truth', ""The truth that you're a good mother"", 'The truth that your children love and admire you', ""And that they have nothing to be afraid of when they're in your presence"", ""The truth that you're an artist, you're an actor"", 'And a real motherfucking powerhouse', ""So if you're worried that this could all come undone"", 'Because of something you did or said', 'That might come back to haunt you', ""I don't care about your past"", ""I don't care about how many times you've lied to save face"", 'Or to protect yourself', ""I only care that you're mine for as long as you're around"", ""And for as long as that's in the cards"", 'Then sweet one', 'You could never go too far']"
Tougher Than The Rest,Jimmy Barnes,2019,https://www.azlyrics.com/lyrics/jimmybarnes/tougherthantherest.html,"[""Well it's Saturday night"", ""You're all dressed up in blue"", 'I been watching you awhile', ""Maybe you've been watching me too"", 'Yeah somebody ran out', ""Left somebody's heart in a mess"", ""Well if you're looking for love"", ""Honey I'm tougher than the rest"", 'Some girls they want a handsome Dan', 'Or some good-looking Joe', 'On their arm', 'Some girls want a sweet-talking Romeo', 'Well round here baby', 'I learned you get what you can get', ""So if you're rough enough for love"", ""Honey I'm tougher than the rest"", 'The road is dark', ""And it's a thin, thin, line"", ""But I want you to know I'll walk it for you any time"", 'Maybe your other boyfriends', ""Couldn't pass the test"", ""Well if you're rough and ready for love"", ""Honey I'm tougher than the rest"", ""Well it ain't no secret"", ""I've been around a time or two"", ""Well I don't know baby maybe you've been around too"", ""Well there's another dance"", 'All you gotta do is say yes', ""If you're rough and ready for love"", ""Honey I'm tougher than the rest"", ""Oh if you're rough enough for love"", ""Honey I'm tougher than the rest"", 'Oh, oh, oh', ""I'm tougher than the rest"", ""I'm out here now baby"", ""And if you're rough and ready for love"", ""Honey I'm tougher than the rest"", ""If you're ready for love"", ""Honey I'm tougher than the rest""]"
I'm Fine,"Oakes, Ryan",2019,https://www.azlyrics.com/lyrics/ryanoakes/imfine.html,"[""Time is flying, I'd be lying if I said it's fine"", ""But when I turn the pages I've been aging like I'm wine"", 'Off to the races, different places shaping my design', 'They said I need to stop, I dropped the baggage and blew through the signs', ""Afraid that I'm not living I might work myself to death"", ""But if I stop the work the reaper's hands around my neck"", ""Tried to take a long shot, I ain't stupid, it's a stretch"", ""Never tried to draw me, now everybody lookin' sketch"", ""Yeah, well I guess that's how it goes"", 'I walk a road full of ghosts', 'And broken dreams and the bones', ""Keep high, I'll land as I go"", ""It's getting thicker and cold"", 'Shit, I just hope that I can find the way home', 'I wish that I could just rewind', 'Let it go and turn back time', 'And leave all of the stress behind', 'I just wanna run away', ""Don't wanna go another day"", ""Where I'm lying to myself"", ""I'm fine"", ""I'm telling myself all the time"", 'Ignoring all the warning signs', 'I can feel it in my chest', ""Now I'm choking on my breath"", ""I'll keep lying to myself"", ""I'm fine"", 'My family across the country, I', ""Got a girl but where I'm at it's 6 and where she at it's 9"", ""Distance pushed the love that's been existent to a distant time"", 'I tried to get a jump in but ballistics been resistant', ""Fine, I'll fight another year, while I'm wiping all these tears"", ""In a place where I don't think that I'll survive another here"", ""I've been blacking out on weekends hoping I can smother fear"", ""Under the weather, funny how it's just an endless summer here"", 'I wish that I could just rewind', 'Let it go and turn back time', 'And leave all of the stress behind', 'I just wanna run away', ""Don't wanna go another day"", ""Where I'm lying to myself"", ""I'm fine"", ""I'm telling myself all the time"", 'Ignoring all the warning signs', 'I can feel it in my chest', ""Now I'm choking on my breath"", ""I'll keep lying to myself"", ""I'm fine"", 'Please, never let me fade away', ""I may be far but don't you ever stay away"", ""I promise that I'll never let our love decay"", ""Just promise me I won't disintegrate!"", '(Rewind)', 'Let it go and turn back time', 'And leave all of the stress behind', 'I just wanna run away', ""Don't wanna go another day"", ""Where I'm lying to myself"", ""I'm fine"", ""I'm telling myself all the time"", 'Ignoring all the warning signs', 'I can feel it in my chest', ""Now I'm choking on my breath"", ""I'll keep lying to myself"", ""I'm fine""]"
Change,Tinchy Stryder,2019,https://www.azlyrics.com/lyrics/tinchystryder/change.html,"['Change', 'Strangers are moving in the strangers ways', 'Lost on the journey they better use wayze', 'Regularly, making the same mistakes', ""Don't be stuck in your ways, Change is great"", ""Don't be afraid, it's life embrace"", ""Finding myself, I've been in that maze"", 'Telling myself, the same nothing stays', 'Tell Tinchy Stryder to listen to kwase', 'So I had to (two) hands on', 'Amen I got blessed with a new born', 'On', ""Excited I'm beeping, toot horns"", 'Answered prayer so laid my eyes', 'Amen I got...', ""Yes she's precious my baby's good"", 'Blessed & healthy... God is good', ""My love for mummy's for life what's good"", 'Priorities change in life they should', ""In the game I've seen darkness"", 'Also been on the island with Darcus, yeh', 'Made my name they still doubt us', 'That made me doubt myself, couple reflective years', 'Snap out & get out & back into gear', 'Hop in the spaceship, slide into gear', ""Yeah that's basic, don't interfere"", ""It's meant to be, there's nothing to fear"", 'A bit above standard, raising the standards', ""That's right, I'm rating myself hays standard"", ""Hold your mouth, we ain't looking for no pundit"", ""Talking facts I ain't missing out 1 bit"", ""I wasn't there cause I wasn't invited"", ""No word & it wasn't in writing"", 'Caught up in my feelings tied in', 'Then I saw Light, angels guiding', 'Working we really are', 'We stay busier, outright buyer', 'Property juggler', 'Live shows with the fans on a regular', ""Without you, there's no me... I'm loving ya"", 'Rate my craft but respect my heart', 'Figuring out the purpose & path', 'Done with he games now, go take your cards', 'Steadily balanced, no overdraft', ""Can't wait all in my shoes, stop forcing"", 'Wrong size, real life experience talking', 'Wasting time on he least important', ""Focus on the bigger picture it's awesome"", 'What comes 1st', 'Exit, what comes next is worse', ""X'd it they tried to cross out works"", ""We're still not hurt"", 'Holy water, blessed not cursed', ""If that's what you want, then you got what you want"", ""Why do you hate on them? Cause they've got what you want"", ""Go with the heart, don't follow what's known"", 'Who decides on the news that shown', ""It's all controlled or is it though"", 'Is what you know or who you know', ""Is it what didn't or what you chose"", 'Get over that, stay high with smoke', 'All day, everyday keeping it the same', 'And you wonder why nothings changed', 'Strange', 'Stainless cutting through, dipping down lanes', 'Brainless, the madness is getting insane', ""Backwards thinking, that's getting exchanged"", ""Can't put a lid on this, they can't contain us"", 'Loudest pack filling up containers', 'Cloud 9 repping, these highs are dangerous', ""Promises, they're just promises"", ""It's a fact that it will not what if it's"", 'Some fail to stick to promises', 'At times, that stems from selfishness', ""I can promise this, they're just promises"", 'Some fail to stick to promises', ""They're just promises"", ""I can promise this they're just promises"", 'Change']"
Keep Me Up(Special Edition Bonus Track),"Schulte, Michael",2019,https://www.azlyrics.com/lyrics/michaelschulte/keepmeup.html,"[""You're keeping me up, keep me up, keep me up"", ""Cuz you giving me love, you're giving me love"", ""You're keeping me up, keep me up, keep me up"", 'Cuz you give me your love, you give me your love', 'My heart', 'Is beating just a little bit faster tonight', 'When we talk', 'The feeling stays a little bit longer inside', 'I keep on running so close to the edge', ""You tell me you love me so I don't forget"", 'Got my eyes open, wide open', ""I'm hoping that"", ""You're keeping me up, keep me up, keep me up"", ""Cuz you giving me love, you're giving me love"", ""You're keeping me up, keep me up, keep me up"", 'Cuz you give me your love, you give me your love', 'All through the night, I feel you there', ""You're on my mind, you're in my head"", 'Keeping me up, keep me up, keep me up', 'Cuz you giving me love, you giving me love', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You say', 'I keep you in my mind just to get through the day', ""Don't fade"", ""Cuz tomorrow I am gonna be with you, I can't wait"", 'I keep on running so close to the edge', ""You tell me you love me so I don't forget"", 'Got my eyes open, wide open', ""I'm hoping that"", ""You're keeping me up, keep me up, keep me up"", ""Cuz you giving me love, you're giving me love"", ""You're keeping me up, keep me up, keep me up"", 'Cuz you give me your love, you give me your love', 'All through the night, I feel you there', ""You're on my mind, you're in my head"", 'Keeping me up, keep me up, keep me up', 'Cuz you giving me love, you giving me love', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love - nana eh', 'Everything I want is a little more time', 'Everything I need is you by my side', 'Everything I want is a little more time', 'With you', 'Everything I want is a little more time', 'Everything I need is you by my side', 'Everything I want is a little more time', ""You're keeping me up, keep me up, keep me up"", ""Cuz you giving me love, you're giving me love"", ""You're keeping me up, keep me up, keep me up"", 'Cuz you give me your love, you give me your love', 'All through the night, I feel you there', ""You're on my mind, cuz you're in my head"", 'Keeping me up, keep me up, keep me up', 'Cuz you giving me love, you giving me love', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love - nana eh', 'You give me your love']"
Coven,Thornhill,2019,https://www.azlyrics.com/lyrics/thornhill/coven.html,"['Alive and moving', 'Closer than before', 'Slowly breathing', 'Under the floor', 'Give me all your attention', 'So I can feed', 'You made me real', ""And that's all I need"", 'I continue to feel', ""Knowing that I'll rot"", 'If I was in pain', 'Would you make it all stop?', 'A hybrid of hell', 'Did you know?', 'You are the inferno', 'I hear deafening voices', 'Coming from me', 'Given the power', 'To control what I see', 'What I am inside', 'This flesh is turning blue', 'Carry shards of broken hearts for you', 'Fall with me', 'Into what never ends', 'No light in our descent', 'Save yourself and run', ""I'm under your bed"", ""I'm in your hair"", ""I'm in your lungs"", 'When you need some air', ""Don't breathe"", ""I'll find you"", 'I hear deafening voices', 'Coming from me', 'Given the power', 'To control what I see', 'What I am inside', 'This flesh is turning blue', 'Carry shards of broken hearts for you', ""Don't let me close"", ""Don't let me close""]"
Yayo,Sinan-G,2019,https://www.azlyrics.com/lyrics/sinang/yayo.html,"['Yeah, yeah', 'Brra', 'Die Steine sind weiß, doch die Scheine sind bunter', 'Bitches auf Party, sie steigern den Umsatz (mh)', ""Dreh' meine Runden mit Handy am Ohr (aha)"", ""Seh' die Bitches im Club, alle sexy Ballons"", 'Pfirsich der Arsch, Kirsche die Lippe', ""Ich kenn' den Besitzer, ich brauch' keine Liste (haha)"", 'Der Türsteher küsst meine Hand', 'Er prahlt bei den Leuten, wir wären verwandt', ""Hab' das Flex an den Eiern gebunkert"", ""Im Club wird gefeiert, werd' reich wie ein Sultan (ah)"", 'Chicas, die tanzen, sind heute meine Kundschaft', 'Wegen meinem Yayo, Yayo (brra)', ""Leg' die Lines auf den Tisch, bis sie macht, was ich will"", 'Wegen Yayo, Yayo (Yayo)', ""Köpf' die Flasche im VIP, Bitches tanzen für mich"", 'Wegen Yayo, Yayo (Yayo)', ""Werf' die Scheine im Club, Bitches feiern mit uns"", 'Wegen Yayo, Yayo (Yayo)', 'Sag dem Service im Raum: ""Mir gehört jede Frau!""', 'Wegen Yayo, Yayo (Yayo)', 'Hmm, nenn mich Mr. Fantastic', 'Kennst du mich von Rap oder von diese Netflix', 'Yayo in Jeans, alles All-you-can-eat', 'Bootys shaken zum Beat, sie brennt wie Benzin', ""Ich sitz' in der Lounge für 'nen besseren Blick"", ""Sag mein'n Namen im Club, ist besser für dich (besser)"", 'Ahla Shabab, bitte lass deinen Film', ""Ich sprenge den Rahmen, denn ich pass' nicht ins Bild (puh, puh, puh)"", ""Hab' das Flex an den Eiern gebunkert"", ""Im Club wird gefeiert, werd' reich wie ein Sultan (ah)"", 'Chicas, die tanzen, sind heute meine Kundschaft', 'Wegen meinem Yayo, Yayo (brra)', ""Leg' die Lines auf den Tisch, bis sie macht, was ich will"", 'Wegen Yayo, Yayo (Yayo)', ""Köpf' die Flasche im VIP, Bitches tanzen für mich"", 'Wegen Yayo, Yayo (Yayo)', ""Werf' die Scheine im Club, Bitches feiern mit uns"", 'Wegen Yayo, Yayo (Yayo)', 'Sag dem Service im Raum: ""Mir gehört jede Frau!""', 'Wegen Yayo, Yayo']"
Lift You Up,Zeds Dead,2020,https://www.azlyrics.com/lyrics/zedsdead/liftyouup.html,"[""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'Lift, lift you up', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'You up, You up (You up)', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'Lift, lift you up', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'You up, You up (You up)', ""It's gonna lift you up"", '(You up) [x14]', ""It's gonna lift you up"", '(You up) [x14]', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'And life its gonna lift you up', ""It's gonna lift you up"", ""And life it's gonna lift you up"", 'Lift you up', 'Lift, lift you up', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'You up, You up (You up)', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'Lift, lift you up', ""It's gonna lift you up"", ""It's gonna lift you up"", ""It's gonna lift you up"", 'Lift, lift you up', 'You up, You up (You up)']"
False Prophet,Testament,2020,https://www.azlyrics.com/lyrics/testament/falseprophet.html,"[""So let's begin one by one"", 'First the old then the next were the young', 'Barley kept alive', 'Loving mother, father and child', 'Locked in a rotten cell', 'A living hell', 'Left there without remorse', 'When you speak to your God does he care?', 'Summoned in one by one', 'Summoned in to die', 'Shown to a shallow grave', 'They were bound, gaged and tied', 'Nobody left to tell', 'This curse befell', 'Left dead without a prayer', 'When you reach for your God is he there?', ""I'll give you what you need"", 'Come follow me and see', ""I'll bring eternity"", ""From my gun to your head I'll play God"", ""You're now a piece of me"", 'Chosen by the one and only', 'In the name of Jesus Christ', 'With my hand and a lie take your life', 'No more pain', 'Chosen by the one and only', 'Receive a piece of me', 'No more pain', 'Take me by the hand', 'And follow me and see', 'Hey now! Please tell me you believe', 'He uses mind control to make it seem so real', 'Pray now! Leads a sermon with a gun', ""So let the truth be told, you're not the chosen one"", 'Bow down! A father and his son', 'They said their last goodbyes with nothing but love', 'Hey now! The time has finally come', 'Take a blow to the head with a bullet from the gun', 'Hey now! Come follow me and see', 'When using mind control to get all that he needs', 'Hey now! Leads a sermon with a gun', ""So let the truth be known you're not the chosen one""]"
Ghosted,Hollow Front,2020,https://www.azlyrics.com/lyrics/hollowfront/ghosted.html,"[""Spare me, I've wasted too much time"", 'Watching my life fall to pieces', ""I'll drown these thoughts out, blackout and erase the pain"", ""It's the price I've paid, a game I lose each day"", ""And now it's over"", ""And now it's over, what a fucking waste"", 'What a fucking waste of my time', ""I can only hope one day you'll find someone"", 'To give your all to, then be abandoned', 'Like I have been countless times', 'Hopeless and broken every time I think of your eyes', 'I begin to feel as if my chest is caving in', 'Corruption in my skin, a rotting deep within', 'Choke on your promises', 'That you fucking made to me', 'Choke on your apathy', ""You're fucking worthless, I don't deserve this"", ""I'll never be what you wanted of me"", ""I'll never be what you wanted of me"", 'You can slither your way through another fucking lie', 'But what good is a snake without its fucking tongue?', ""And now it's over"", 'Spare me', ""I've wasted too much time"", 'Watching', 'My life fall to pieces']"
